modifiers,Sizz,Sizzle,Bang,Kaboom,Snooze,Flame Slash,Kacrackle Slash,Metal Slash,Hatchet Man,Whack,Thwack,Magic Burst,Kamikazee,Psyche Up,Oomph,Acceleratle,Kaclang,Bounce,Heal,Hocus Pocus,Zoom
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': False, 'psycheUpActive': True, 'oomphActive': True, 'acceleratleActive': False, 'bounceActive': True, 'bounceModifier': False}",0.2632129986367627,0.3001346449224061,0.2632129986367626,0.3001346449224062,0.3015757610833832,0.310448392719975,0.3104483927199746,0.1701137992394742,0.3104483927199745,0.1718666579408157,0.2325986856681898,0.1303707129258788,0.1303707129258787,0.0,0.0,0.1878671511342227,0.1081317706244821,0.0,0.1429272944102743,0.0841317117124309,0.2820052770567062
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': False, 'psycheUpActive': True, 'oomphActive': True, 'acceleratleActive': False, 'bounceActive': True, 'bounceModifier': True}",0.2632129986367627,0.3001346449224061,0.2632129986367626,0.3001346449224062,0.3015757610833832,0.310448392719975,0.3104483927199746,0.1701137992394742,0.3104483927199745,0.1718666579408157,0.2325986856681898,0.1303707129258788,0.1303707129258787,0.0,0.0,0.1878671511342227,0.1081317706244821,0.0,0.1429272944102743,0.0841317117124309,0.2820052770567062
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': False, 'psycheUpActive': True, 'oomphActive': True, 'acceleratleActive': True, 'bounceActive': False, 'bounceModifier': False}",0.2543089404992324,0.2912556647938056,0.2543089404992325,0.2912556647938055,0.2914677343744906,0.3003940548147261,0.3003940548147261,0.1619309282767327,0.3003940548147261,0.1644218925540123,0.2237840024011134,0.1236210196390582,0.1236210196390582,0.0,0.0,0.0,0.1236210196390583,0.2819745880266094,0.1619309282767326,0.0794468884449729,0.2718686036979089
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': False, 'psycheUpActive': True, 'oomphActive': True, 'acceleratleActive': True, 'bounceActive': False, 'bounceModifier': True}",0.2661572694230309,0.303058272091899,0.266157269423031,0.303058272091899,0.3049300237130705,0.31378183728751,0.3137818372875101,0.1728527205524813,0.3137818372875101,0.1743493172789228,0.2355273064019634,0.1326332142885227,0.1326332142885227,0.0,0.0,0.0,0.1326332142885227,0.0907323837965754,0.1728527205524813,0.0857041537709908,0.2853751361755506
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': False, 'psycheUpActive': True, 'oomphActive': True, 'acceleratleActive': True, 'bounceActive': True, 'bounceModifier': False}",0.2749287386632235,0.3117320837582683,0.2749287386632235,0.3117320837582683,0.3149322819035866,0.3237126934538968,0.3237126934538967,0.1810983859390453,0.3237126934538967,0.1817981913694527,0.2442789513954088,0.1394565632650162,0.1394565632650162,0.0,0.0,0.0,0.1159584047117747,0.0,0.1526635058843959,0.0904542854653832,0.2954431415962505
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': False, 'psycheUpActive': True, 'oomphActive': True, 'acceleratleActive': True, 'bounceActive': True, 'bounceModifier': True}",0.2749287386632235,0.3117320837582683,0.2749287386632235,0.3117320837582683,0.3149322819035866,0.3237126934538968,0.3237126934538967,0.1810983859390453,0.3237126934538967,0.1817981913694527,0.2442789513954088,0.1394565632650162,0.1394565632650162,0.0,0.0,0.0,0.1159584047117747,0.0,0.1526635058843959,0.0904542854653832,0.2954431415962505
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': False, 'acceleratleActive': False, 'bounceActive': False, 'bounceModifier': False}",0.2196962880437845,0.2555970739154684,0.2196962880437844,0.2555970739154685,0.2509693826442304,0.2597872845278175,0.2597872845278176,0.1321251545271761,0.2597872845278177,0.1367383853382933,0.1897240118182405,0.0995574752999528,0.0995574752999528,0.2416954067470675,0.2416954067470675,0.2416954067470676,0.0995574752999527,0.2416954067470675,0.0,0.0631045210851251,0.2319359141968503
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': False, 'acceleratleActive': False, 'bounceActive': False, 'bounceModifier': True}",0.2288988197844649,0.2652213805285074,0.2288988197844648,0.2652213805285074,0.2618185256564713,0.2707054679816735,0.2707054679816739,0.1397753564638591,0.2707054679816738,0.1439249766811761,0.1987168832510934,0.1056749507836058,0.1056749507836058,0.2524450215239323,0.2524450215239323,0.2524450215239323,0.1056749507836058,0.0712773137441323,0.0,0.0672187430284247,0.2425514796812647
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': False, 'acceleratleActive': False, 'bounceActive': True, 'bounceModifier': False}",0.2446738250526239,0.2814585140456567,0.2446738250526239,0.2814585140456567,0.2802358200595521,0.2891674465520524,0.2891674465520521,0.1533721419867196,0.2891674465520521,0.1565495960740077,0.2142315254735587,0.1166603562417787,0.1166603562417787,0.2707674247864797,0.1699847739103623,0.1699847739103623,0.0963800020276274,0.0,0.0,0.0746850036201576,0.2607212078148982
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': False, 'acceleratleActive': False, 'bounceActive': True, 'bounceModifier': True}",0.2446738250526239,0.2814585140456567,0.2446738250526239,0.2814585140456567,0.2802358200595521,0.2891674465520524,0.2891674465520521,0.1533721419867196,0.2891674465520521,0.1565495960740077,0.2142315254735587,0.1166603562417787,0.1166603562417787,0.2707674247864797,0.1699847739103623,0.1699847739103623,0.0963800020276274,0.0,0.0,0.0746850036201576,0.2607212078148982
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': False, 'acceleratleActive': True, 'bounceActive': False, 'bounceModifier': False}",0.2327301663526382,0.2692238472802477,0.232730166352638,0.2692238472802477,0.2663633765347291,0.2752783868250584,0.2752783868250583,0.1429814392607665,0.2752783868250582,0.1469313795767467,0.2024780426024779,0.1082380355011332,0.1082380355011332,0.256948914872212,0.2569489148722121,0.0,0.1082380355011332,0.256948914872212,0.0,0.0689418972824211,0.2469998258818784
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': False, 'acceleratleActive': True, 'bounceActive': False, 'bounceModifier': True}",0.2429762672337383,0.2797551218272121,0.2429762672337383,0.279755121827212,0.2783356546805111,0.2872753584039365,0.2872753584039365,0.1518477066345953,0.2872753584039364,0.1551537723039031,0.2125713862131822,0.1154046360876196,0.1154046360876196,0.2688637802864093,0.2688637802864093,0.0,0.1154046360876196,0.0782270756363514,0.0,0.0738145076691382,0.2588195746929345
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': False, 'acceleratleActive': True, 'bounceActive': True, 'bounceModifier': False}",0.2545431297174677,0.291495842259689,0.2545431297174678,0.2914958422596889,0.2917482531421206,0.3006750657988243,0.3006750657988241,0.1621374783036758,0.300675065798824,0.1646124013524718,0.2240184193945244,0.1237874257545625,0.1237874257545625,0.2822538104345731,0.179379879908291,0.0,0.102466573850663,0.0,0.0,0.0795595852489419,0.2721456055048237
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': False, 'acceleratleActive': True, 'bounceActive': True, 'bounceModifier': True}",0.2545431297174677,0.291495842259689,0.2545431297174678,0.2914958422596889,0.2917482531421206,0.3006750657988243,0.3006750657988241,0.1621374783036758,0.300675065798824,0.1646124013524718,0.2240184193945244,0.1237874257545625,0.1237874257545625,0.2822538104345731,0.179379879908291,0.0,0.102466573850663,0.0,0.0,0.0795595852489419,0.2721456055048237
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': True, 'acceleratleActive': False, 'bounceActive': False, 'bounceModifier': False}",0.232730166352638,0.2692238472802477,0.232730166352638,0.2692238472802477,0.2663633765347291,0.2752783868250584,0.2752783868250584,0.1429814392607664,0.2752783868250582,0.1469313795767469,0.2024780426024779,0.1082380355011332,0.1082380355011332,0.2569489148722121,0.0,0.2569489148722121,0.1082380355011332,0.2569489148722121,0.0,0.0689418972824211,0.2469998258818783
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': True, 'acceleratleActive': False, 'bounceActive': False, 'bounceModifier': True}",0.2429762672337382,0.279755121827212,0.2429762672337382,0.279755121827212,0.2783356546805111,0.2872753584039364,0.2872753584039364,0.1518477066345953,0.2872753584039364,0.1551537723039031,0.2125713862131824,0.1154046360876197,0.1154046360876197,0.2688637802864093,0.0,0.2688637802864093,0.1154046360876196,0.0782270756363514,0.0,0.0738145076691382,0.2588195746929345
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': True, 'acceleratleActive': False, 'bounceActive': True, 'bounceModifier': False}",0.2545431297174678,0.291495842259689,0.2545431297174678,0.2914958422596891,0.2917482531421207,0.3006750657988242,0.3006750657988242,0.1621374783036759,0.3006750657988242,0.1646124013524718,0.2240184193945245,0.1237874257545625,0.1237874257545625,0.2822538104345731,0.0,0.179379879908291,0.102466573850663,0.0,0.0,0.0795595852489419,0.2721456055048238
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': True, 'acceleratleActive': False, 'bounceActive': True, 'bounceModifier': True}",0.2545431297174678,0.291495842259689,0.2545431297174678,0.2914958422596891,0.2917482531421207,0.3006750657988242,0.3006750657988242,0.1621374783036759,0.3006750657988242,0.1646124013524718,0.2240184193945245,0.1237874257545625,0.1237874257545625,0.2822538104345731,0.0,0.179379879908291,0.102466573850663,0.0,0.0,0.0795595852489419,0.2721456055048238
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': True, 'acceleratleActive': True, 'bounceActive': False, 'bounceModifier': False}",0.2474363308852483,0.2843321629594631,0.2474363308852483,0.2843321629594631,0.2835867992243822,0.2925359556064822,0.2925359556064824,0.1557390231665422,0.2925359556064823,0.1587540646245739,0.2169892740754491,0.1185489101601945,0.1185489101601944,0.2740909540425256,0.0,0.0,0.1185489101601944,0.2740909540425256,0.0,0.0759512941491613,0.2640060516853877
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': True, 'acceleratleActive': True, 'bounceActive': False, 'bounceModifier': True}",0.2588969321148746,0.2958690264126274,0.2588969321148746,0.2958690264126273,0.2967708978250347,0.3056802322114328,0.3056802322114329,0.1661012180103366,0.3056802322114328,0.1682295997957155,0.2283463110427525,0.1270358515729589,0.1270358515729589,0.2872810292103174,0.0,0.0,0.1270358515729589,0.0866295733008721,0.0,0.0817990710860543,0.2771621313207378
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': True, 'acceleratleActive': True, 'bounceActive': True, 'bounceModifier': False}",0.2655238665028871,0.3025125650678449,0.2655238665028871,0.3025125650678449,0.3044495978174047,0.3133292306346306,0.3133292306346308,0.1721769302342681,0.3133292306346307,0.1737618214183906,0.2349578904317704,0.132015979024008,0.132015979024008,0.2949695921186518,0.0,0.0,0.1095219608188492,0.0,0.0,0.0852326328542974,0.2848370612129949
"{'zoomModifier': False, 'metalOpponent': False, 'last30Seconds': False, 'healUsedUp': True, 'psycheUpActive': False, 'oomphActive': True, 'acceleratleActive': True, 'bounceActive': True, 'bounceModifier': True}",0.2655238665028871,0.3025125650678449,0.2655238665028871,0.3025125650678449,0.3044495978174047,0.3133292306346306,0.3133292306346308,0.1721769302342681,0.3133292306346307,0.1737618214183906,0.2349578904317704,0.132015979024008,0.132015979024008,0.2949695921186518,0.0,0.0,0.1095219608188492,0.0,0.0,0.0852326328542974,0.2848370612129949
